ID;SENT_FROM_NAME;SENT_FROM_ID;RECIVED_BY_NAME;RECIVED_BY_ID;Absendeort;Absendeort_id;Ankunftsort;Ankunftsort_id;Nummer_Harris;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Signatur;url_facsimile;published_in;published_in_url;Datum;letter_text;status_letter_text;summary_en;persons_mentioned;topics_mentioned;normalized_text;scan_erhalten;upload_transkribus;ATR_processed;ATR_proofread;tei_encoded
lassberg-letter-0001;Johann Alphons von Lugo-;lassberg-correspondent-0181;Joseph von Laßberg;lassberg-correspondent-0373;Freiburg i. Brsg;lassberg-place-0050;;;1566;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1788-06-17;;;;;;;;;;;
lassberg-letter-0002;Carl Banger;lassberg-correspondent-0052;Joseph von Laßberg;lassberg-correspondent-0373;Freiburg i. Brsg;lassberg-place-0050;;;1567;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1788-06-28;;;;;;;;;;;
lassberg-letter-0003;Carl Banger;lassberg-correspondent-0052;Joseph von Laßberg;lassberg-correspondent-0373;Freiburg i. Brsg;lassberg-place-0050;;;1568;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1788-06-29;;;;;;;;;;;
lassberg-letter-0004;Joseph Konrad Eckhard;lassberg-correspondent-0233;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1569;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1789-04-05;;;;;;;;;;;
lassberg-letter-0005;Josef Friedrich Wilhelm von Hohenzollern-Hechingen;lassberg-correspondent-0220;Joseph von Laßberg;lassberg-correspondent-0373;Hechingen;lassberg-place-0064;;;1570;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1789-04-12;;;;;;;;;;;
lassberg-letter-0006;Joseph von Laßberg;lassberg-correspondent-0373;Regierungspräsidium;lassberg-correspondent-0328;Donaueschingen;lassberg-place-0037;;;1;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1792-03-08;;;;;;;;;;;
lassberg-letter-0007;Joseph Maria Benedikt zu Fürstenberg-Stühlingen;lassberg-correspondent-0234;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1571;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1792-07-04;;;;;;;;;;;
lassberg-letter-0008;Joseph Maria Benedikt zu Fürstenberg-Stühlingen;lassberg-correspondent-0234;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1572;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1792-07-04;;;;;;;;;;;
lassberg-letter-0009;Joseph von Laßberg;lassberg-correspondent-0373;Hofkammer;lassberg-correspondent-0165;Donaueschingen;lassberg-place-0037;;;2;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1792-09-19;;;;;;;;;;;
lassberg-letter-0010;Hofkammer;lassberg-correspondent-0165;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1573;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1793-04-08;;;;;;;;;;;
lassberg-letter-0011;Joseph von Laßberg;lassberg-correspondent-0373;Joseph Maria Benedikt zu Fürstenberg-Stühlingen;lassberg-correspondent-0234;Heiligenberg;lassberg-place-0066;;;3;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1795-02-01;;;;;;;;;;;
lassberg-letter-0012;Franz Bernhard Neuffer;lassberg-correspondent-0095;Joseph von Laßberg;lassberg-correspondent-0373;Röhrenbach;lassberg-place-0119;;;1574;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1795-03-15;;;;;;;;;;;
lassberg-letter-0013;Joseph von Laßberg;lassberg-correspondent-0373;Hofkammer;lassberg-correspondent-0165;Unbekannt;lassberg-place-0152;;;4;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1795-11-18;;;;;;;;;;;
lassberg-letter-0014;Hofkammer;lassberg-correspondent-0165;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1575;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1795-12-10;;;;;;;;;;;
lassberg-letter-0015;Caroline Luise von Schaumburg-Lippe;lassberg-correspondent-0061;Joseph von Laßberg;lassberg-correspondent-0373;Feuerthalen;lassberg-place-0046;;;1576;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1796-08-27;;;;;;;;;;;
lassberg-letter-0016;Franz Anton Seraphicus Graf von Harrach zu Rohrau;lassberg-correspondent-0092;Joseph von Laßberg;lassberg-correspondent-0373;Kehl;lassberg-place-0076;;;1577;;Karlsruhe;Badische Landesbibliothek;;;;;1796-12-04;;;;;;;;;;;
lassberg-letter-0017;Franz Joseph Kolb;lassberg-correspondent-0102;Joseph von Laßberg;lassberg-correspondent-0373;Lindau;lassberg-place-0090;;;1578;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1798-05-22;;;;;;;;;;;
lassberg-letter-0018;Unbekannt;lassberg-correspondent-0354;Joseph von Laßberg;lassberg-correspondent-0373;Brauneberg;lassberg-place-0029;;;1579;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1798-10-16;;;;;;;;;;;
lassberg-letter-0019;Hofkammer;lassberg-correspondent-0165;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1580;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1799-08-13;;;;;;;;;;;
lassberg-letter-0020;Joseph von Laßberg;lassberg-correspondent-0373;Hofkammer;lassberg-correspondent-0165;Heiligenberg;lassberg-place-0066;;;5;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1799-08-20;;;;;;;;;;;
lassberg-letter-0021;Hofkammer;lassberg-correspondent-0165;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1581;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1799-08-24;;;;;;;;;;;
lassberg-letter-0022;Joseph von Laßberg;lassberg-correspondent-0373;Joseph Roth von Schreckenstein;lassberg-correspondent-0236;Helmsdorf;lassberg-place-0067;;;6;62;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1800-02-28;;;;;;;;;;;
lassberg-letter-0023;Joseph von Laßberg;lassberg-correspondent-0373;Hofkammer;lassberg-correspondent-0165;Heiligenberg;lassberg-place-0066;;;7;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1800-04-25;;;;;;;;;;;
lassberg-letter-0024;Joseph von Laßberg;lassberg-correspondent-0373;Fürstlich Fürstenbergische Forstkammer;lassberg-correspondent-0129;Heiligenberg;lassberg-place-0066;;;8;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1800-07-18;;;;;;;;;;;
lassberg-letter-0025;Joseph von Laßberg;lassberg-correspondent-0373;Joseph Roth von Schreckenstein;lassberg-correspondent-0236;Helmsdorf;lassberg-place-0067;;;9;3;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1801-01-01;;;;;;;;;;;
lassberg-letter-0026;Karl Joachim (Fürstenberg-Stühlingen);lassberg-correspondent-0259;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1582;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1801-11-14;;;;;;;;;;;
lassberg-letter-0027;Karl Joachim (Fürstenberg-Stühlingen);lassberg-correspondent-0259;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1583;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-01-16;;;;;;;;;;;
lassberg-letter-0028;Joseph von Laßberg;lassberg-correspondent-0373;Karl Joachim (Fürstenberg-Stühlingen);lassberg-correspondent-0259;Heiligenberg;lassberg-place-0066;;;10;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-04-10;;;;;;;;;;;
lassberg-letter-0029;Karl Joachim (Fürstenberg-Stühlingen);lassberg-correspondent-0259;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1584;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-04-14;;;;;;;;;;;
lassberg-letter-0030;Vaterländische Gesellschaft der Änte und Naturforscher Schwabens;lassberg-correspondent-0355;Joseph von Laßberg;lassberg-correspondent-0373;Sigmaringen;lassberg-place-0136;;;1585;;Karlsruhe;Badische Landesbibliothek;;;;;1802-05-09;;;;;;;;;;;
lassberg-letter-0031;Franz Xaver Karl;lassberg-correspondent-0111;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1586;;Luzern;Staatsarchiv;;;;;1802-07-08;;;;;;;;;;;
lassberg-letter-0032;Joseph von Laßberg;lassberg-correspondent-0373;Fürstlich Fürstenbergische Forstkammer;lassberg-correspondent-0129;Heiligenberg;lassberg-place-0066;;;11;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-08-21;;;;;;;;;;;
lassberg-letter-0033;Joseph von Laßberg;lassberg-correspondent-0373;Hofkammer;lassberg-correspondent-0165;Habstal;lassberg-place-0062;;;12;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-09-12;;;;;;;;;;;
lassberg-letter-0034;Joseph von Laßberg;lassberg-correspondent-0373;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Helmsdorf;lassberg-place-0067;;;13;;Karlsruhe;Badische Landesbibliothek;;;;;1802-09-26;;;;;;;;;;;
lassberg-letter-0035;Joseph von Laßberg;lassberg-correspondent-0373;Karl Joachim (Fürstenberg-Stühlingen);lassberg-correspondent-0259;Heiligenberg;lassberg-place-0066;;;14;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-10-01;;;;;;;;;;;
lassberg-letter-0036;Joseph von Laßberg;lassberg-correspondent-0373;Schneider;lassberg-correspondent-0336;Heiligenberg;lassberg-place-0066;;;15;;Karlsruhe;Badische Landesbibliothek;;;;;1802-10-02;;;;;;;;;;;
lassberg-letter-0037;Karl Joachim (Fürstenberg-Stühlingen);lassberg-correspondent-0259;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1587;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-10-14;;;;;;;;;;;
lassberg-letter-0038;Schneider;lassberg-correspondent-0336;Joseph von Laßberg;lassberg-correspondent-0373;Freiburg i. Brsg;lassberg-place-0050;;;1588;;Karlsruhe;Badische Landesbibliothek;;;;;1802-10-15;;;;;;;;;;;
lassberg-letter-0039;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1589;;Karlsruhe;Badische Landesbibliothek;;;;;1802-10-16;;;;;;;;;;;
lassberg-letter-0040;Joseph von Laßberg;lassberg-correspondent-0373;Karl Joachim (Fürstenberg-Stühlingen);lassberg-correspondent-0259;Heiligenberg;lassberg-place-0066;;;16;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-10-30;;;;;;;;;;;
lassberg-letter-0041;Joseph von Laßberg;lassberg-correspondent-0373;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Helmsdorf;lassberg-place-0067;;;17;;Karlsruhe;Badische Landesbibliothek;;;;;1802-11-14;;;;;;;;;;;
lassberg-letter-0042;Joseph von Laßberg;lassberg-correspondent-0373;Joseph von Bayer;lassberg-correspondent-0239;Helmsdorf;lassberg-place-0067;;;18;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1802-11-16;;;;;;;;;;;
lassberg-letter-0043;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Florenz;lassberg-place-0047;;;1590;;Karlsruhe;Badische Landesbibliothek;;;;;1802-11-20;;;;;;;;;;;
lassberg-letter-0044;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Florenz;lassberg-place-0047;;;1591;;Karlsruhe;Badische Landesbibliothek;;;;;1802-12-25;;;;;;;;;;;
lassberg-letter-0045;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1592;;Karlsruhe;Badische Landesbibliothek;;;;;1803-02-19;;;;;;;;;;;
lassberg-letter-0046;Unbekannt;lassberg-correspondent-0354;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1593;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1803-05-16;;;;;;;;;;;
lassberg-letter-0047;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Florenz;lassberg-place-0047;;;1594;;Karlsruhe;Badische Landesbibliothek;;;;;1803-06-02;;;;;;;;;;;
lassberg-letter-0048;Joseph von Laßberg;lassberg-correspondent-0373;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Heiligenberg;lassberg-place-0066;;;19;;Karlsruhe;Badische Landesbibliothek;;;;;1803-06-12;;;;;;;;;;;
lassberg-letter-0049;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Florenz;lassberg-place-0047;;;1595;;Karlsruhe;Badische Landesbibliothek;;;;;1803-07-23;;;;;;;;;;;
lassberg-letter-0050;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1596;;Karlsruhe;Badische Landesbibliothek;;;;;1803-08-02;;;;;;;;;;;
lassberg-letter-0051;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Florenz;lassberg-place-0047;;;1597;;Karlsruhe;Badische Landesbibliothek;;;;;1803-09-20;;;;;;;;;;;
lassberg-letter-0052;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Florenz;lassberg-place-0047;;;1598;;Karlsruhe;Badische Landesbibliothek;;;;;1803-11-19;;;;;;;;;;;
lassberg-letter-0053;Joseph von Laßberg;lassberg-correspondent-0373;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Unbekannt;lassberg-place-0152;;;21;;Karlsruhe;Badische Landesbibliothek;;;;;1804-01-20;;;;;;;;;;;
lassberg-letter-0054;Joseph von Laßberg;lassberg-correspondent-0373;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Heiligenberg;lassberg-place-0066;;;22;;Karlsruhe;Badische Landesbibliothek;;;;;1804-02-06;;;;;;;;;;;
lassberg-letter-0055;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1599;;Karlsruhe;Badische Landesbibliothek;;;;;1804-02-24;;;;;;;;;;;
lassberg-letter-0056;Joseph von Laßberg;lassberg-correspondent-0373;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Heiligenberg;lassberg-place-0066;;;23;;Karlsruhe;Badische Landesbibliothek;;;;;1804-03-28;;;;;;;;;;;
lassberg-letter-0057;Joseph von Laßberg;lassberg-correspondent-0373;Joachim Egon zu Fürstenberg;lassberg-correspondent-0177;Donaueschingen;lassberg-place-0037;;;24;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1804-06-21;;;;;;;;;;;
lassberg-letter-0058;Joachim Egon zu Fürstenberg;lassberg-correspondent-0177;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1600;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1804-06-25;;;;;;;;;;;
lassberg-letter-0059;Joseph von Laßberg;lassberg-correspondent-0373;Luise zu Stolberg-Gedern;lassberg-correspondent-0291;Unbekannt;lassberg-place-0152;;;20;;Karlsruhe;Badische Landesbibliothek;;;;;1804-07-10;;;;;;;;;;;
lassberg-letter-0060;Joseph von Laßberg;lassberg-correspondent-0373;Fürstlich Fürstenbergische Forstkammer;lassberg-correspondent-0129;Donaueschingen;lassberg-place-0037;;;25;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1804-10-06;;;;;;;;;;;
lassberg-letter-0061;Fürstlich Fürstenbergische Forstkammer;lassberg-correspondent-0129;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1601;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1804-10-07;;;;;;;;;;;
lassberg-letter-0062;Forstakademie Dreißigacker;lassberg-correspondent-0090;Joseph von Laßberg;lassberg-correspondent-0373;Dreissigacker;lassberg-place-0039;;;1602;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-02-09;;;;;;;;;;;
lassberg-letter-0063;Fürstlich Fürstenbergische Forstkammer;lassberg-correspondent-0129;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1603;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-03-08;;;;;;;;;;;
lassberg-letter-0064;Fürstlich Fürstenbergische Forstkammer;lassberg-correspondent-0129;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1604;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-04-13;;;;;;;;;;;
lassberg-letter-0065;Carl Nehrlich;lassberg-correspondent-0060;Joseph von Laßberg;lassberg-correspondent-0373;Hechingen;lassberg-place-0064;;;1605;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-06-27;;;;;;;;;;;
lassberg-letter-0066;Joseph von Laßberg;lassberg-correspondent-0373;Joachim Egon zu Fürstenberg;lassberg-correspondent-0177;Donaueschingen;lassberg-place-0037;;;26;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-07-08;;;;;;;;;;;
lassberg-letter-0067;Joseph von Laßberg;lassberg-correspondent-0373;Joachim Egon zu Fürstenberg;lassberg-correspondent-0177;Unbekannt;lassberg-place-0152;;;27;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-07-08;;;;;;;;;;;
lassberg-letter-0068;Hofkammer;lassberg-correspondent-0165;Joseph von Laßberg;lassberg-correspondent-0373;Donaueschingen;lassberg-place-0037;;;1606;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-07-25;;;;;;;;;;;
lassberg-letter-0069;Joseph von Laßberg;lassberg-correspondent-0373;Hofkammer;lassberg-correspondent-0165;Unbekannt;lassberg-place-0152;;;28;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-07-29;;;;;;;;;;;
lassberg-letter-0070;Joseph von Laßberg;lassberg-correspondent-0373;Xaver Merk;lassberg-correspondent-0371;Unbekannt;lassberg-place-0152;;;29;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-07-31;;;;;;;;;;;
lassberg-letter-0071;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Möskirch;lassberg-place-0095;;;30;1/;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-01;;;;;;;;;;;
lassberg-letter-0072;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Jungenau;lassberg-place-0072;;;31;Feb 87;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-02;;;;;;;;;;;
lassberg-letter-0073;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Hagingen;lassberg-place-0063;;;32;Mrz 88;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-09;;;;;;;;;;;
lassberg-letter-0074;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;33;4/;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-16;;;;;;;;;;;
lassberg-letter-0075;Joseph von Laßberg;lassberg-correspondent-0373;Maximiliane Lassberg;lassberg-correspondent-0304;Neufra;lassberg-place-0106;;;34;91;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-16;;;;;;;;;;;
lassberg-letter-0076;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Möskirch;lassberg-place-0095;;;35;Mai 92;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-18;;;;;;;;;;;
lassberg-letter-0077;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Möskirch;lassberg-place-0095;;;36;Jun 93;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-21;;;;;;;;;;;
lassberg-letter-0078;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Möskirch;lassberg-place-0095;;;37;Jul 94;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-23;;;;;;;;;;;
lassberg-letter-0079;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;38;Aug 97;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-09-28;;;;;;;;;;;
lassberg-letter-0080;Joseph von Laßberg;lassberg-correspondent-0373;Maximiliane Lassberg;lassberg-correspondent-0304;Donaueschingen;lassberg-place-0037;;;39;101;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-10-05;;;;;;;;;;;
lassberg-letter-0081;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;40;10/104;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-10-12;;;;;;;;;;;
lassberg-letter-0082;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;41;11/110;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-10-22;;;;;;;;;;;
lassberg-letter-0083;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;42;12/117;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-11-13;;;;;;;;;;;
lassberg-letter-0084;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;43;13/129;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-12-04;;;;;;;;;;;
lassberg-letter-0085;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;44;14/136;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-12-18;;;;;;;;;;;
lassberg-letter-0086;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Joseph von Laßberg;lassberg-correspondent-0373;Unbekannt;lassberg-place-0152;;;1607;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;Karl Siegfried Bader, Fürstin Elisabeth zu Fürstenberg im Kampf um die Erhaltung der Rechte ihres mediatisierten Hauses. In: Schriften des Vereins für Geschichte und Naturgeschichte der Baar und der angrenzenden Landesteile in Donaueschingen 24 (1957), S. 119-53, S. 132;https://www.baarverein.de/jahrgang-1956-band-24/;1805-12-20;;;;;;;;;;;
lassberg-letter-0087;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;45;15/138;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1805-12-25;;;;;;;;;;;
lassberg-letter-0088;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;46;16. Sep;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-01-10;;;;;;;;;;;
lassberg-letter-0089;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;47;17/15;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-01-18;;;;;;;;;;;
lassberg-letter-0090;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;48;18/21;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-01-22;;;;;;;;;;;
lassberg-letter-0091;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;49;19/25;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-01-25;;;;;;;;;;;
lassberg-letter-0092;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;50;20/32;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-01-29;;;;;;;;;;;
lassberg-letter-0093;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;51;21/39;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-02-01;;;;;;;;;;;
lassberg-letter-0094;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;52;22/73;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-02-10;;;;;;;;;;;
lassberg-letter-0095;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;53;23/43;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-02-15;;;;;;;;;;;
lassberg-letter-0096;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;54;24/49;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-02-19;;;;;;;;;;;
lassberg-letter-0097;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;55;25/56;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-02-22;;;;;;;;;;;
lassberg-letter-0098;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;56;26/65;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-03-05;;;;;;;;;;;
lassberg-letter-0099;Didelot de François-Charles-Luce;lassberg-correspondent-0072;Joseph von Laßberg;lassberg-correspondent-0373;Stuttgart;lassberg-place-0147;;;1608;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-03-07;;;;;;;;;;;
lassberg-letter-0100;Joseph von Laßberg;lassberg-correspondent-0373;Elisabeth zu Fürstenberg;lassberg-correspondent-0076;Donaueschingen;lassberg-place-0037;;;57;21/71;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;;1806-03-08;;;;;;;;;;;
